"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV01","WV01_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-04-27","1.3",",,X"," 0223",",,X"," 0221",",,W","0.0",",,0,2400",,,,,"9.4",",,W","12.2",",,0","6.1",",,0",,,"  310",",,X","  320",",,X","4.0",",,X","5.4",",,X","    1",",,0","    1",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-04-28","2.6",",,X"," 1356",",,X"," 1122",",,W","0.0",",,0,2400",,,,,"14.4",",,W","19.4",",,0","9.4",",,0",,,"  120",",,X","  110",",,X","7.2",",,X","10.3",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-04-29","3.5",",,X"," 1426",",,X"," 1459",",,W","0.0",",,0,2400",,,,,"13.9",",,W","18.9",",,0","8.9",",,0",,,"   80",",,X","  100",",,X","7.2",",,X","10.3",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-04-30","2.3",",,X"," 1428",",,X"," 1148",",,W","0.0",",,0,2400",,,,,"11.1",",,W","16.1",",,0","6.1",",,0",,,"  220",",,X","  110",",,X","8.0",",,X","9.8",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-01","2.4",",,X"," 1522",",,X"," 1501",",,W","0.0","T,,0,2400",,,,,"11.7",",,W","14.4",",,0","8.9",",,0",,,"  110",",,X","  110",",,X","6.3",",,X","8.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-02","1.0",",,X"," 1534",",,X"," 1534",",,W","0.3",",,0,2400",,,,,"10.0",",,W","11.7",",,0","8.3",",,0",,,"  160",",,X","  160",",,X","4.0",",,X","5.4",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-03","2.0",",,X"," 1528",",,X"," 1606",",,W","0.0",",,0,2400",,,,,"8.9",",,W","11.7",",,0","6.1",",,0",,,"  230",",,X","  210",",,X","5.4",",,X","5.8",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-04","3.1",",,X"," 1506",",,X"," 1523",",,W","0.8",",,0,2400",,,,,"9.4",",,W","11.7",",,0","6.7",",,0",,,"  290",",,X","  330",",,X","7.6",",,X","8.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-05","3.5",",,X"," 1754",",,X"," 1516",",,W","0.0","T,,0,2400",,,,,"9.4",",,W","12.2",",,0","6.1",",,0",,,"  300",",,X","  280",",,X","8.9",",,X","10.3",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-06","0.9",",,X"," 1711",",,X"," 1710",",,W","0.0",",,0,2400",,,,,"12.2",",,W","19.4",",,0","4.4",",,0",,,"  110",",,X","  110",",,X","4.0",",,X","5.4",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-07","2.3",",,X"," 1230",",,X"," 0849",",,W","0.0",",,0,2400",,,,,"15.0",",,W","21.1",",,0","8.9",",,0",,,"  230",",,X","   90",",,X","6.7",",,X","9.4",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-08","1.0",",,X"," 2021",",,X"," 2038",",,W","0.0",",,0,2400",,,,,"13.9",",,W","20.6",",,0","7.2",",,0",,,"   90",",,X","  100",",,X","3.6",",,X","4.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-09","0.9",",,X"," 1017",",,X"," 1017",",,W","0.0",",,0,2400",,,,,"15.6",",,W","21.7",",,0","8.9",",,0",,,"  330",",,X","  330",",,X","5.4",",,X","5.8",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-10","0.4",",,X"," 1605",",,X"," 1604",",,W","0.0",",,0,2400",,,,,"15.0",",,W","20.0",",,0","10.0",",,0",,,"  220",",,X","  210",",,X","3.1",",,X","4.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-11","3.3",",,X"," 1112",",,X"," 1111",",,W","0.3",",,0,2400",,,,,"12.2",",,W","13.3",",,0","10.6",",,0",,,"  190",",,X","  190",",,X","9.4",",,X","11.6",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-12","5.7",",,X"," 1928",",,X"," 1931",",,W","0.0",",,0,2400",,,,,"12.8",",,W","14.4",",,0","10.6",",,0",,,"  110",",,X","  110",",,X","9.4",",,X","11.6",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-13","5.0",",,X"," 1656",",,X"," 1656",",,W","3.3",",,0,2400",,,,,"13.3",",,W","16.1",",,0","10.0",",,0",,,"  140",",,X","  150",",,X","8.9",",,X","10.7",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-14","2.7",",,X"," 1414",",,X"," 1406",",,W","6.9",",,0,2400",,,,,"11.7",",,W","13.3",",,0","9.4",",,0",,,"  190",",,X","  210",",,X","11.6",",,X","16.5",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-15","1.7",",,X"," 1211",",,X"," 1210",",,W","0.3",",,0,2400",,,,,"11.1",",,W","13.9",",,0","8.3",",,0",,,"  110",",,X","  110",",,X","6.3",",,X","7.6",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-16","2.3",",,X"," 0955",",,X"," 0959",",,W","0.0","T,,0,2400",,,,,"11.1",",,W","13.3",",,0","8.3",",,0",,,"  230",",,X","  220",",,X","6.7",",,X","7.2",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-17","2.7",",,X"," 1210",",,X"," 1550",",,W","0.0",",,0,2400",,,,,"12.8",",,W","16.7",",,0","8.9",",,0",,,"   90",",,X","  130",",,X","6.7",",,X","8.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-18","2.8",",,X"," 1830",",,X"," 1829",",,W","0.0","T,,0,2400",,,,,"15.6",",,W","21.7",",,0","9.4",",,0",,,"  220",",,X","  210",",,X","9.8",",,X","11.6",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-19","1.4",",,X"," 1755",",,X"," 1754",",,W","2.5",",,0,2400",,,,,"12.2",",,W","15.0",",,0","8.9",",,0",,,"  230",",,X","  240",",,X","5.8",",,X","6.7",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-20","3.2",",,X"," 1435",",,X"," 1433",",,W","2.0",",,0,2400",,,,,"12.8",",,W","15.0",",,0","10.0",",,0",,,"  190",",,X","  190",",,X","7.6",",,X","10.7",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-21","2.0",",,X"," 0357",",,X"," 1318",",,W","3.3",",,0,2400",,,,,"9.4",",,W","12.2",",,0","6.7",",,0",,,"  110",",,X","  190",",,X","6.7",",,X","8.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-22","2.8",",,X"," 2358",",,X"," 2308",",,W","0.0","T,,0,2400",,,,,"11.1",",,W","17.2",",,0","5.0",",,0",,,"  340",",,X","  340",",,X","6.3",",,X","7.6",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-23","3.2",",,X"," 0010",",,X"," 0010",",,W","0.0",",,0,2400",,,,,"12.2",",,W","13.3",",,0","10.6",",,0",,,"  340",",,X","  340",",,X","6.7",",,X","7.6",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-24","1.6",",,X"," 0945",",,X"," 2109",",,W","0.3",",,0,2400",,,,,"10.0",",,W","12.8",",,0","7.2",",,0",,,"  210",",,X","   90",",,X","3.6",",,X","4.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-25","1.6",",,X"," 1749",",,X"," 1748",",,W","2.5",",,0,2400",,,,,"11.1",",,W","15.0",",,0","6.7",",,0",,,"  340",",,X","  330",",,X","4.0",",,X","5.4",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-26","2.5",",,X"," 2359",",,X"," 1341",",,W","0.8",",,0,2400",,,,,"13.3",",,W","16.1",",,0","10.0",",,0",,,"  200",",,X","  110",",,X","8.9",",,X","11.2",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-27","2.5",",,X"," 0006",",,X"," 0020",",,W","1.5",",,0,2400",,,,,"10.0",",,W","11.7",",,0","8.3",",,0",,,"  200",",,X","  200",",,X","9.4",",,X","10.7",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-28","1.7",",,X"," 1335",",,X"," 1333",",,W","0.0",",,0,2400",,,,,"10.6",",,W","13.3",",,0","7.2",",,0",,,"  230",",,X","  230",",,X","4.5",",,X","5.8",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-29","2.1",",,X"," 2159",",,X"," 2158",",,W","4.6",",,0,2400",,,,,"11.7",",,W","13.9",",,0","8.9",",,0",,,"  240",",,X","  240",",,X","6.7",",,X","8.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-30","2.0",",,X"," 1902",",,X"," 1901",",,W","0.0","T,,0,2400",,,,,"11.7",",,W","13.9",",,0","8.9",",,0",,,"  320",",,X","   80",",,W","4.5",",,X","13.4",",,W","    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-05-31","4.6",",,X"," 1614",",,X"," 1613",",,W","0.0","T,,0,2400",,,,,"11.7",",,W","14.4",",,0","8.3",",,0",,,"  320",",,X","  310",",,X","9.4",",,X","11.2",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-06-01","5.6",",,X"," 1515",",,X"," 1615",",,W","0.0",",,0,2400",,,,,"12.8",",,W","14.4",",,0","11.1",",,0",,,"  290",",,X","  310",",,X","9.4",",,X","10.3",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-06-02","5.1",",,X"," 1541",",,X"," 1608",",,W","0.0",",,0,2400",,,,,"11.1",",,W","14.4",",,0","7.8",",,0",,,"  310",",,X","  310",",,X","9.8",",,X","10.3",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-06-03","1.8",",,X"," 1146",",,X"," 1209",",,W","1.0",",,0,2400",,,,,"10.6",",,W","15.0",",,0","6.1",",,0",,,"  210",",,X","  210",",,X","8.0",",,X","10.3",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-06-04","1.4",",,X"," 1251",",,X"," 1252",",,W","2.3",",,0,2400",,,,,"10.6",",,W","13.3",",,0","7.8",",,0",,,"  220",",,X","  170",",,X","4.0",",,X","5.8",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-06-05","3.2",",,X"," 1734",",,X"," 1638",",,W","0.0",",,0,2400",,,,,"11.7",",,W","17.2",",,0","6.1",",,0",,,"  310",",,X","  310",",,X","8.9",",,X","9.8",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-06-06","3.9",",,X"," 1728",",,X"," 1727",",,W","0.0",",,0,2400",,,,,"12.2",",,W","15.6",",,0","8.3",",,0",,,"  300",",,X","  290",",,X","8.0",",,X","9.4",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-06-07","1.4",",,X"," 1547",",,X"," 1005",",,W","0.0",",,0,2400",,,,,"11.1",",,W","13.9",",,0","8.3",",,0",,,"  230",",,X","  230",",,X","4.0",",,X","5.8",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-06-08","1.9",",,X"," 1218",",,X"," 1218",",,W","0.0",",,0,2400",,,,,"12.2",",,W","15.0",",,0","8.9",",,0",,,"  210",",,X","  210",",,X","8.9",",,X","9.8",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-06-09","3.7",",,X"," 1943",",,X"," 1931",",,W","0.0","T,,0,2400",,,,,"13.3",",,W","18.3",",,0","8.3",",,0",,,"  120",",,X","  110",",,X","9.8",",,X","14.3",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-06-10","3.7",",,X"," 1023",",,X"," 1032",",,W","7.1",",,0,2400",,,,,"11.7",",,W","13.9",",,0","9.4",",,0",,,"  190",",,X","  190",",,X","9.8",",,X","12.5",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-06-11","0.9",",,X"," 1118",",,X"," 1114",",,W","0.0","T,,0,2400",,,,,"11.1",",,W","13.3",",,0","8.9",",,0",,,"  230",",,X","  220",",,X","3.6",",,X","4.5",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-06-12","1.5",",,X"," 1150",",,X"," 1149",",,W","0.0",",,0,2400",,,,,"11.1",",,W","13.9",",,0","8.3",",,0",,,"  230",",,X","  230",",,X","4.0",",,X","5.4",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-06-13","3.2",",,X"," 1436",",,X"," 1612",",,W","0.0","T,,0,2400",,,,,"12.2",",,W","17.2",",,0","7.2",",,0",,,"  290",",,X","  300",",,X","7.6",",,X","8.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-06-14","1.2",",,X"," 0642",",,X"," 0641",",,W","19.8",",,0,2400",,,,,"11.1",",,W","13.3",",,0","8.9",",,0",,,"  150",",,X","  130",",,X","4.0",",,X","5.8",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-06-15","1.8",",,X"," 1950",",,X"," 1949",",,W","0.0","T,,0,2400",,,,,"11.7",",,W","16.1",",,0","7.2",",,0",,,"  320",",,X","  320",",,X","5.8",",,X","6.3",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-06-16","3.8",",,X"," 1432",",,X"," 1053",",,W","0.0",",,0,2400",,,,,"13.3",",,W","17.8",",,0","8.3",",,0",,,"  300",",,X","  300",",,X","8.9",",,X","9.8",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-06-17","3.8",",,X"," 1646",",,X"," 1855",",,W","0.0",",,0,2400",,,,,"16.7",",,W","23.3",",,0","10.0",",,0",,,"  300",",,X","  310",",,X","9.8",",,X","10.3",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-06-18","4.8",",,X"," 1346",",,X"," 1325",",,W","0.0",",,0,2400",,,,,"15.0",",,W","17.8",",,0","11.7",",,0",,,"  300",",,X","  280",",,X","9.8",",,X","10.7",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-06-19","2.5",",,X"," 1704",",,X"," 1704",",,W","2.5",",,0,2400",,,,,"13.3",",,W","15.0",",,0","11.7",",,0",,,"  310",",,X","  310",",,X","7.2",",,X","7.6",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-06-20","2.1",",,X"," 1124",",,X"," 1658",",,W","6.1",",,0,2400",,,,,"11.7",",,W","13.3",",,0","9.4",",,0",,,"  230",",,X","  220",",,X","6.7",",,X","7.6",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-06-21","2.2",",,X"," 1257",",,X"," 1256",",,W","2.0",",,0,2400",,,,,"11.7",",,W","14.4",",,0","8.9",",,0",,,"  240",",,X","  250",",,X","5.8",",,X","7.6",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-06-22","1.3",",,X"," 2111",",,X"," 1954",",,W","0.8",",,0,2400",,,,,"11.7",",,W","14.4",",,0","8.9",",,0",,,"  170",",,X","  200",",,X","4.0",",,X","5.8",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-06-23","2.2",",,X"," 0736",",,X"," 0734",",,W","7.6",",,0,2400",,,,,"12.2",",,W","13.9",",,0","10.6",",,0",,,"  110",",,X","  110",",,X","7.2",",,X","9.4",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-06-24","1.0",",,X"," 1500",",,X"," 1500",",,W","0.5",",,0,2400",,,,,"13.9",",,W","15.6",",,0","11.7",",,0",,,"  230",",,X","  240",",,X","3.6",",,X","4.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-06-25","1.3",",,X"," 1409",",,X"," 1452",",,W","0.0",",,0,2400",,,,,"14.4",",,W","16.7",",,0","11.7",",,0",,,"  210",",,X","  210",",,X","4.5",",,X","5.8",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-06-26","2.5",",,X"," 1852",",,X"," 2011",",,W","0.0",",,0,2400",,,,,"15.0",",,W","18.9",",,0","10.6",",,0",,,"  310",",,X","  320",",,X","6.7",",,X","7.2",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-06-27","2.0",",,X"," 2359",",,X"," 2359",",,W","0.0",",,0,2400",,,,,"15.0",",,W","18.9",",,0","11.1",",,0",,,"  210",",,X","  210",",,X","4.5",",,X","6.3",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-06-28","3.2",",,X"," 1514",",,X"," 1518",",,W","6.4",",,0,2400",,,,,"13.9",",,W","15.6",",,0","12.2",",,0",,,"  210",",,X","  200",",,X","6.7",",,X","8.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-06-29","2.5",",,X"," 1532",",,X"," 0248",",,W","1.0",",,0,2400",,,,,"13.3",",,W","13.9",",,0","12.2",",,0",,,"  220",",,X","  200",",,X","5.8",",,X","7.2",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-06-30","1.7",",,X"," 2327",",,X"," 1926",",,W","0.0","T,,0,2400",,,,,"15.0",",,W","17.2",",,0","12.2",",,0",,,"  310",",,X","  300",",,X","5.4",",,X","6.7",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-07-01","2.5",",,X"," 1640",",,X"," 1649",",,W","12.2",",,0,2400",,,,,"13.3",",,W","14.4",",,0","12.2",",,0",,,"  260",",,X","  250",",,X","5.8",",,X","6.7",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-07-02","2.5",",,X"," 1330",",,X"," 1318",",,W","8.9",",,0,2400",,,,,"12.8",",,W","13.9",",,0","11.7",",,0",,,"  190",",,X","  210",",,X","7.6",",,X","9.8",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2005-07-03","4.2",",,X"," 1316",",,X"," 1308",",,W","9.1",",,0,2400",,,,,"13.9",",,W","16.7",",,0","11.1",",,0",,,"  210",",,X","  210",",,X","9.8",",,X","13.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,
